**** Planta:  201                               -1  3
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2033   3       0       0       0       0       0       0       0       0       0       0       0       0
2033   4       0       0       0       0       0       0       0       0       0       0       0       0
2034   1       0       0       0       0       0       0       0       0       0       0       0       0
2034   2       0       0       0       0       0       0       0       0       0       0       0       0
2034   3       0       0       0       0       0       0       0       0       0       0       0       0
2034   4       0       0       0       0       0       0       0       0       0       0       0       0
2035   1       0       0       0       0       0       0       0       0       0       0       0       0
2035   2       0       0       0       0       0       0       0       0       0       0       0       0
2035   3       0       0       0       0       0       0       0       0       0       0       0       0
2035   4       0       0       0       0       0       0       0       0       0       0       0       0
2036   1       0       0       0       0       0       0       0       0       0       0       0       0
2036   2       0       0       0       0       0       0       0       0       0       0       0       0
2036   3       0       0       0       0       0       0       0       0       0       0       0       0
2036   4       0       0       0       0       0       0       0       0       0       0       0       0
2037   1       0       0       0       0       0       0       0       0       0       0       0       0
2037   2       0       0       0       0       0       0       0       0       0       0       0       0
2037   3       0       0       0       0       0       0       0       0       0       0       0       0
2037   4       0       0       0       0       0       0       0       0       0       0       0       0
2038   1       0       0       0       0       0       0       0       0       0       0       0       0
2038   2       0       0       0       0       0       0       0       0       0       0       0       0
2038   3       0       0       0       0       0       0       0       0       0       0       0       0
2038   4       0       0       0       0       0       0       0       0       0       0       0       0
2039   1       0       0       0       0       0       0       0       0       0       0       0       0
2039   2       0       0       0       0       0       0       0       0       0       0       0       0
2039   3       0       0       0       0       0       0       0       0       0       0       0       0
2039   4       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:  203                               -1  3
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2025   2   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2025   3   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2025   4   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2026   1   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2026   2   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2026   3   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2026   4   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2027   1   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2027   2   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2027   3   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2027   4   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2028   1   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2028   2   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2028   3   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2028   4   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2029   1   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2029   2   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2029   3   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2029   4   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59
2030   1   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59       0
2030   2   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59       0
2030   3   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59       0
2030   4   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59   52.59       0
2031   1       0       0       0       0       0       0       0       0       0       0       0       0
2031   2       0       0       0       0       0       0       0       0       0       0       0       0
2031   3       0       0       0       0       0       0       0       0       0       0       0       0
2031   4       0       0       0       0       0       0       0       0       0       0       0       0
2032   1       0       0       0       0       0       0       0       0       0       0       0       0
2032   2       0       0       0       0       0       0       0       0       0       0       0       0
2032   3       0       0       0       0       0       0       0       0       0       0       0       0
2032   4       0       0       0       0       0       0       0       0       0       0       0       0
2033   1       0       0       0       0       0       0       0       0       0       0       0       0
2033   2       0       0       0       0       0       0       0       0       0       0       0       0
2033   3       0       0       0       0       0       0       0       0       0       0       0       0
2033   4       0       0       0       0       0       0       0       0       0       0       0       0
2034   1       0       0       0       0       0       0       0       0       0       0       0       0
2034   2       0       0       0       0       0       0       0       0       0       0       0       0
2034   3       0       0       0       0       0       0       0       0       0       0       0       0
2034   4       0       0       0       0       0       0       0       0       0       0       0       0
2035   1       0       0       0       0       0       0       0       0       0       0       0       0
2035   2       0       0       0       0       0       0       0       0       0       0       0       0
2035   3       0       0       0       0       0       0       0       0       0       0       0       0
2035   4       0       0       0       0       0       0       0       0       0       0       0       0
2036   1       0       0       0       0       0       0       0       0       0       0       0       0
2036   2       0       0       0       0       0       0       0       0       0       0       0       0
2036   3       0       0       0       0       0       0       0       0       0       0       0       0
2036   4       0       0       0       0       0       0       0       0       0       0       0       0
2037   1       0       0       0       0       0       0       0       0       0       0       0       0
2037   2       0       0       0       0       0       0       0       0       0       0       0       0
2037   3       0       0       0       0       0       0       0       0       0       0       0       0
2037   4       0       0       0       0       0       0       0       0       0       0       0       0
2038   1       0       0       0       0       0       0       0       0       0       0       0       0
2038   2       0       0       0       0       0       0       0       0       0       0       0       0
2038   3       0       0       0       0       0       0       0       0       0       0       0       0
2038   4       0       0       0       0       0       0       0       0       0       0       0       0
2039   1       0       0       0       0       0       0       0       0       0       0       0       0
2039   2       0       0       0       0       0       0       0       0       0       0       0       0
2039   3       0       0       0       0       0       0       0       0       0       0       0       0
2039   4       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:  204                               -1  3
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2025   2   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2025   3   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2025   4   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2026   1   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2026   2   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2026   3   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2026   4   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2027   1   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2027   2   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2027   3   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2027   4   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2028   1   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2028   2   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2028   3   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2028   4   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2029   1   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2029   2   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2029   3   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2029   4   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47
2030   1   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47       0
2030   2   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47       0
2030   3   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47       0
2030   4   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47   60.47       0
2031   1       0       0       0       0       0       0       0       0       0       0       0       0
2031   2       0       0       0       0       0       0       0       0       0       0       0       0
2031   3       0       0       0       0       0       0       0       0       0       0       0       0
2031   4       0       0       0       0       0       0       0       0       0       0       0       0
2032   1       0       0       0       0       0       0       0       0       0       0       0       0
2032   2       0       0       0       0       0       0       0       0       0       0       0       0
2032   3       0       0       0       0       0       0       0       0       0       0       0       0
2032   4       0       0       0       0       0       0       0       0       0       0       0       0
2033   1       0       0       0       0       0       0       0       0       0       0       0       0
2033   2       0       0       0       0       0       0       0       0       0       0       0       0
2033   3       0       0       0       0       0       0       0       0       0       0       0       0
2033   4       0       0       0       0       0       0       0       0       0       0       0       0
2034   1       0       0       0       0       0       0       0       0       0       0       0       0
2034   2       0       0       0       0       0       0       0       0       0       0       0       0
2034   3       0       0       0       0       0       0       0       0       0       0       0       0
2034   4       0       0       0       0       0       0       0       0       0       0       0       0
2035   1       0       0       0       0       0       0       0       0       0       0       0       0
2035   2       0       0       0       0       0       0       0       0       0       0       0       0
2035   3       0       0       0       0       0       0       0       0       0       0       0       0
2035   4       0       0       0       0       0       0       0       0       0       0       0       0
2036   1       0       0       0       0       0       0       0       0       0       0       0       0
2036   2       0       0       0       0       0       0       0       0       0       0       0       0
2036   3       0       0       0       0       0       0       0       0       0       0       0       0
2036   4       0       0       0       0       0       0       0       0       0       0       0       0
2037   1       0       0       0       0       0       0       0       0       0       0       0       0
2037   2       0       0       0       0       0       0       0       0       0       0       0       0
2037   3       0       0       0       0       0       0       0       0       0       0       0       0
2037   4       0       0       0       0       0       0       0       0       0       0       0       0
2038   1       0       0       0       0       0       0       0       0       0       0       0       0
2038   2       0       0       0       0       0       0       0       0       0       0       0       0
2038   3       0       0       0       0       0       0       0       0       0       0       0       0
2038   4       0       0       0       0       0       0       0       0       0       0       0       0
2039   1       0       0       0       0       0       0       0       0       0       0       0       0
2039   2       0       0       0       0       0       0       0       0       0       0       0       0
2039   3       0       0       0       0       0       0       0       0       0       0       0       0
2039   4       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:  205                               -1  3
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2025   2   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2025   3   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2025   4   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2026   1   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2026   2   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2026   3   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2026   4   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2027   1   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2027   2   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2027   3   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2027   4   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2028   1   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2028   2   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2028   3   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2028   4   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2029   1   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2029   2   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2029   3   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2029   4   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41
2030   1   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41       0
2030   2   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41       0
2030   3   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41       0
2030   4   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41   64.41       0
2031   1       0       0       0       0       0       0       0       0       0       0       0       0
2031   2       0       0       0       0       0       0       0       0       0       0       0       0
2031   3       0       0       0       0       0       0       0       0       0       0       0       0
2031   4       0       0       0       0       0       0       0       0       0       0       0       0
2032   1       0       0       0       0       0       0       0       0       0       0       0       0
2032   2       0       0       0       0       0       0       0       0       0       0       0       0
2032   3       0       0       0       0       0       0       0       0       0       0       0       0
2032   4       0       0       0       0       0       0       0       0       0       0       0       0
2033   1       0       0       0       0       0       0       0       0       0       0       0       0
2033   2       0       0       0       0       0       0       0       0       0       0       0       0
2033   3       0       0       0       0       0       0       0       0       0       0       0       0
2033   4       0       0       0       0       0       0       0       0       0       0       0       0
2034   1       0       0       0       0       0       0       0       0       0       0       0       0
2034   2       0       0       0       0       0       0       0       0       0       0       0       0
2034   3       0       0       0       0       0       0       0       0       0       0       0       0
2034   4       0       0       0       0       0       0       0       0       0       0       0       0
2035   1       0       0       0       0       0       0       0       0       0       0       0       0
2035   2       0       0       0       0       0       0       0       0       0       0       0       0
2035   3       0       0       0       0       0       0       0       0       0       0       0       0
2035   4       0       0       0       0       0       0       0       0       0       0       0       0
2036   1       0       0       0       0       0       0       0       0       0       0       0       0
2036   2       0       0       0       0       0       0       0       0       0       0       0       0
2036   3       0       0       0       0       0       0       0       0       0       0       0       0
2036   4       0       0       0       0       0       0       0       0       0       0       0       0
2037   1       0       0       0       0       0       0       0       0       0       0       0       0
2037   2       0       0       0       0       0       0       0       0       0       0       0       0
2037   3       0       0       0       0       0       0       0       0       0       0       0       0
2037   4       0       0       0       0       0       0       0       0       0       0       0       0
2038   1       0       0       0       0       0       0       0       0       0       0       0       0
2038   2       0       0       0       0       0       0       0       0       0       0       0       0
2038   3       0       0       0       0       0       0       0       0       0       0       0       0
2038   4       0       0       0       0       0       0       0       0       0       0       0       0
2039   1       0       0       0       0       0       0       0       0       0       0       0       0
2039   2       0       0       0       0       0       0       0       0       0       0       0       0
2039   3       0       0       0       0       0       0       0       0       0       0       0       0
2039   4       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:  140                               -1  3
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2025   2  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2025   3  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2025   4  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2026   1  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2026   2  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2026   3  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2026   4  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2027   1  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2027   2  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2027   3  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2027   4  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2028   1  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2028   2  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2028   3  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2028   4  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2029   1  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2029   2  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2029   3  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2029   4  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482  439.98
2030   1  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482       0
2030   2  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482       0
2030   3  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482       0
2030   4  397.88  435.97  432.51  427.98  373.32  352.57  429.98  476.61     482     482     482       0
2031   1       0       0       0       0       0       0       0       0       0       0       0       0
2031   2       0       0       0       0       0       0       0       0       0       0       0       0
2031   3       0       0       0       0       0       0       0       0       0       0       0       0
2031   4       0       0       0       0       0       0       0       0       0       0       0       0
2032   1       0       0       0       0       0       0       0       0       0       0       0       0
2032   2       0       0       0       0       0       0       0       0       0       0       0       0
2032   3       0       0       0       0       0       0       0       0       0       0       0       0
2032   4       0       0       0       0       0       0       0       0       0       0       0       0
2033   1       0       0       0       0       0       0       0       0       0       0       0       0
2033   2       0       0       0       0       0       0       0       0       0       0       0       0
2033   3       0       0       0       0       0       0       0       0       0       0       0       0
2033   4       0       0       0       0       0       0       0       0       0       0       0       0
2034   1       0       0       0       0       0       0       0       0       0       0       0       0
2034   2       0       0       0       0       0       0       0       0       0       0       0       0
2034   3       0       0       0       0       0       0       0       0       0       0       0       0
2034   4       0       0       0       0       0       0       0       0       0       0       0       0
2035   1       0       0       0       0       0       0       0       0       0       0       0       0
2035   2       0       0       0       0       0       0       0       0       0       0       0       0
2035   3       0       0       0       0       0       0       0       0       0       0       0       0
2035   4       0       0       0       0       0       0       0       0       0       0       0       0
2036   1       0       0       0       0       0       0       0       0       0       0       0       0
2036   2       0       0       0       0       0       0       0       0       0       0       0       0
2036   3       0       0       0       0       0       0       0       0       0       0       0       0
2036   4       0       0       0       0       0       0       0       0       0       0       0       0
2037   1       0       0       0       0       0       0       0       0       0       0       0       0
2037   2       0       0       0       0       0       0       0       0       0       0       0       0
2037   3       0       0       0       0       0       0       0       0       0       0       0       0
2037   4       0       0       0       0       0       0       0       0       0       0       0       0
2038   1       0       0       0       0       0       0       0       0       0       0       0       0
2038   2       0       0       0       0       0       0       0       0       0       0       0       0
2038   3       0       0       0       0       0       0       0       0       0       0       0       0
2038   4       0       0       0       0       0       0       0       0       0       0       0       0
2039   1       0       0       0       0       0       0       0       0       0       0       0       0
2039   2       0       0       0       0       0       0       0       0       0       0       0       0
2039   3       0       0       0       0       0       0       0       0       0       0       0       0
2039   4       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:  207                               -1  3
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2025   2   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2025   3   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2025   4   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2026   1   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2026   2   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2026   3   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2026   4   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2027   1   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2027   2   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2027   3   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2027   4   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2028   1   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2028   2   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2028   3   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2028   4   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2029   1   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2029   2   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2029   3   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2029   4   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06
2030   1   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06       0
2030   2   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06       0
2030   3   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06       0
2030   4   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06   62.06       0
2031   1       0       0       0       0       0       0       0       0       0       0       0       0
2031   2       0       0       0       0       0       0       0       0       0       0       0       0
2031   3       0       0       0       0       0       0       0       0       0       0       0       0
2031   4       0       0       0       0       0       0       0       0       0       0       0       0
2032   1       0       0       0       0       0       0       0       0       0       0       0       0
2032   2       0       0       0       0       0       0       0       0       0       0       0       0
2032   3       0       0       0       0       0       0       0       0       0       0       0       0
2032   4       0       0       0       0       0       0       0       0       0       0       0       0
2033   1       0       0       0       0       0       0       0       0       0       0       0       0
2033   2       0       0       0       0       0       0       0       0       0       0       0       0
2033   3       0       0       0       0       0       0       0       0       0       0       0       0
2033   4       0       0       0       0       0       0       0       0       0       0       0       0
2034   1       0       0       0       0       0       0       0       0       0       0       0       0
2034   2       0       0       0       0       0       0       0       0       0       0       0       0
2034   3       0       0       0       0       0       0       0       0       0       0       0       0
2034   4       0       0       0       0       0       0       0       0       0       0       0       0
2035   1       0       0       0       0       0       0       0       0       0       0       0       0
2035   2       0       0       0       0       0       0       0       0       0       0       0       0
2035   3       0       0       0       0       0       0       0       0       0       0       0       0
2035   4       0       0       0       0       0       0       0       0       0       0       0       0
2036   1       0       0       0       0       0       0       0       0       0       0       0       0
2036   2       0       0       0       0       0       0       0       0       0       0       0       0
2036   3       0       0       0       0       0       0       0       0       0       0       0       0
2036   4       0       0       0       0       0       0       0       0       0       0       0       0
2037   1       0       0       0       0       0       0       0       0       0       0       0       0
2037   2       0       0       0       0       0       0       0       0       0       0       0       0
2037   3       0       0       0       0       0       0       0       0       0       0       0       0
2037   4       0       0       0       0       0       0       0       0       0       0       0       0
2038   1       0       0       0       0       0       0       0       0       0       0       0       0
