****   8.3288  67 MAUA         :>: H:  57                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2038   2     241      62      61      32       5      10      73      78      80      73      72     194
2038   3     123      64      62      21       0       0      48      72      73      65      62      74
2038   4      76      62      61       0       0       0      48      73      74      61      61      59
2039   1     188      63      63      35      18      79     124     111      76     100      78     140
2039   2     241      62      61      32       5      10      73      78      80      73      72     194
2039   3     123      64      62      21       0       0      48      72      73      65      62      74
2039   4      76      62      61       0       0       0      48      73      74      61      61      59
****   8.3288  68 STA CLARA PR :>: H:  71                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1      82     104       0       0       0       0      45      59      47      84      44      34
2025   2      54       7       0       1       0       7      49      30      27      30      21      40
2025   3      33       9       0       0       0       7      36      29      12       1       8       6
2025   4       2       0       0       0       0       0      32       0       0       0       0       0
2026   1      82     104       0       0       0       0      45      59      47      84      44      34
2026   2      54       7       0       1       0       7      49      30      27      30      21      40
2026   3      33       9       0       0       0       7      36      29      12       1       8       6
2026   4       2       0       0       0       0       0      32       0       0       0       0       0
2027   1      82     104       0       0       0       0      45      59      47      84      44      34
2027   2      54       7       0       1       0       7      49      30      27      30      21      40
2027   3      33       9       0       0       0       7      36      29      12       1       8       6
2027   4       2       0       0       0       0       0      32       0       0       0       0       0
2028   1      82     104       0       0       0       0      45      59      47      84      44      34
2028   2      54       7       0       1       0       7      49      30      27      30      21      40
2028   3      33       9       0       0       0       7      36      29      12       1       8       6
2028   4       2       0       0       0       0       0      32       0       0       0       0       0
2029   1      82     104       0       0       0       0      45      59      47      84      44      34
2029   2      54       7       0       1       0       7      49      30      27      30      21      40
2029   3      33       9       0       0       0       7      36      29      12       1       8       6
2029   4       2       0       0       0       0       0      32       0       0       0       0       0
2030   1      82     104       0       0       0       0      45      59      47      84      44      34
2030   2      54       7       0       1       0       7      49      30      27      30      21      40
2030   3      33       9       0       0       0       7      36      29      12       1       8       6
2030   4       2       0       0       0       0       0      32       0       0       0       0       0
2031   1      82     104       0       0       0       0      45      59      47      84      44      34
2031   2      54       7       0       1       0       7      49      30      27      30      21      40
2031   3      33       9       0       0       0       7      36      29      12       1       8       6
2031   4       2       0       0       0       0       0      32       0       0       0       0       0
2032   1      82     104       0       0       0       0      45      59      47      84      44      34
2032   2      54       7       0       1       0       7      49      30      27      30      21      40
2032   3      33       9       0       0       0       7      36      29      12       1       8       6
2032   4       2       0       0       0       0       0      32       0       0       0       0       0
2033   1      82     104       0       0       0       0      45      59      47      84      44      34
2033   2      54       7       0       1       0       7      49      30      27      30      21      40
2033   3      33       9       0       0       0       7      36      29      12       1       8       6
2033   4       2       0       0       0       0       0      32       0       0       0       0       0
2034   1      82     104       0       0       0       0      45      59      47      84      44      34
2034   2      54       7       0       1       0       7      49      30      27      30      21      40
2034   3      33       9       0       0       0       7      36      29      12       1       8       6
2034   4       2       0       0       0       0       0      32       0       0       0       0       0
2035   1      82     104       0       0       0       0      45      59      47      84      44      34
2035   2      54       7       0       1       0       7      49      30      27      30      21      40
2035   3      33       9       0       0       0       7      36      29      12       1       8       6
2035   4       2       0       0       0       0       0      32       0       0       0       0       0
2036   1      82     104       0       0       0       0      45      59      47      84      44      34
2036   2      54       7       0       1       0       7      49      30      27      30      21      40
2036   3      33       9       0       0       0       7      36      29      12       1       8       6
2036   4       2       0       0       0       0       0      32       0       0       0       0       0
2037   1      82     104       0       0       0       0      45      59      47      84      44      34
2037   2      54       7       0       1       0       7      49      30      27      30      21      40
2037   3      33       9       0       0       0       7      36      29      12       1       8       6
2037   4       2       0       0       0       0       0      32       0       0       0       0       0
2038   1      82     104       0       0       0       0      45      59      47      84      44      34
2038   2      54       7       0       1       0       7      49      30      27      30      21      40
2038   3      33       9       0       0       0       7      36      29      12       1       8       6
2038   4       2       0       0       0       0       0      32       0       0       0       0       0
2039   1      82     104       0       0       0       0      45      59      47      84      44      34
2039   2      54       7       0       1       0       7      49      30      27      30      21      40
2039   3      33       9       0       0       0       7      36      29      12       1       8       6
2039   4       2       0       0       0       0       0      32       0       0       0       0       0
****   8.3288  69 FUNDAO       :>: H:  72                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1      95     120       0       0       0       0      51      58      58      91      58      44
2025   2      61       8       0       1       0      10      53      38      36      34      25      44
2025   3      36      11       0       0       0       8      40      32      15       2      10       8
2025   4       2       0       0       0       0       0      34       0       0       0       0       2
2026   1      95     120       0       0       0       0      51      58      58      91      58      44
2026   2      61       8       0       1       0      10      53      38      36      34      25      44
2026   3      36      11       0       0       0       8      40      32      15       2      10       8
2026   4       2       0       0       0       0       0      34       0       0       0       0       2
2027   1      95     120       0       0       0       0      51      58      58      91      58      44
2027   2      61       8       0       1       0      10      53      38      36      34      25      44
2027   3      36      11       0       0       0       8      40      32      15       2      10       8
2027   4       2       0       0       0       0       0      34       0       0       0       0       2
2028   1      95     120       0       0       0       0      51      58      58      91      58      44
2028   2      61       8       0       1       0      10      53      38      36      34      25      44
2028   3      36      11       0       0       0       8      40      32      15       2      10       8
2028   4       2       0       0       0       0       0      34       0       0       0       0       2
2029   1      95     120       0       0       0       0      51      58      58      91      58      44
2029   2      61       8       0       1       0      10      53      38      36      34      25      44
2029   3      36      11       0       0       0       8      40      32      15       2      10       8
2029   4       2       0       0       0       0       0      34       0       0       0       0       2
2030   1      95     120       0       0       0       0      51      58      58      91      58      44
2030   2      61       8       0       1       0      10      53      38      36      34      25      44
2030   3      36      11       0       0       0       8      40      32      15       2      10       8
2030   4       2       0       0       0       0       0      34       0       0       0       0       2
2031   1      95     120       0       0       0       0      51      58      58      91      58      44
2031   2      61       8       0       1       0      10      53      38      36      34      25      44
2031   3      36      11       0       0       0       8      40      32      15       2      10       8
2031   4       2       0       0       0       0       0      34       0       0       0       0       2
2032   1      95     120       0       0       0       0      51      58      58      91      58      44
2032   2      61       8       0       1       0      10      53      38      36      34      25      44
2032   3      36      11       0       0       0       8      40      32      15       2      10       8
2032   4       2       0       0       0       0       0      34       0       0       0       0       2
2033   1      95     120       0       0       0       0      51      58      58      91      58      44
2033   2      61       8       0       1       0      10      53      38      36      34      25      44
2033   3      36      11       0       0       0       8      40      32      15       2      10       8
2033   4       2       0       0       0       0       0      34       0       0       0       0       2
2034   1      95     120       0       0       0       0      51      58      58      91      58      44
2034   2      61       8       0       1       0      10      53      38      36      34      25      44
2034   3      36      11       0       0       0       8      40      32      15       2      10       8
2034   4       2       0       0       0       0       0      34       0       0       0       0       2
2035   1      95     120       0       0       0       0      51      58      58      91      58      44
2035   2      61       8       0       1       0      10      53      38      36      34      25      44
2035   3      36      11       0       0       0       8      40      32      15       2      10       8
2035   4       2       0       0       0       0       0      34       0       0       0       0       2
2036   1      95     120       0       0       0       0      51      58      58      91      58      44
2036   2      61       8       0       1       0      10      53      38      36      34      25      44
2036   3      36      11       0       0       0       8      40      32      15       2      10       8
2036   4       2       0       0       0       0       0      34       0       0       0       0       2
2037   1      95     120       0       0       0       0      51      58      58      91      58      44
2037   2      61       8       0       1       0      10      53      38      36      34      25      44
2037   3      36      11       0       0       0       8      40      32      15       2      10       8
2037   4       2       0       0       0       0       0      34       0       0       0       0       2
2038   1      95     120       0       0       0       0      51      58      58      91      58      44
2038   2      61       8       0       1       0      10      53      38      36      34      25      44
2038   3      36      11       0       0       0       8      40      32      15       2      10       8
2038   4       2       0       0       0       0       0      34       0       0       0       0       2
2039   1      95     120       0       0       0       0      51      58      58      91      58      44
2039   2      61       8       0       1       0      10      53      38      36      34      25      44
2039   3      36      11       0       0       0       8      40      32      15       2      10       8
2039   4       2       0       0       0       0       0      34       0       0       0       0       2
****   8.3288  70 G. B. MUNHOZ :>: H:  74                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1     393     721     517     280       0       0     636     272     373     563     837     761
2025   2     340      68      17      61       0       0     499     143     381     418      27     229
2025   3      15       4       0       0       0       0       8       3      48      18       0       0
2025   4       0       0       0       0       0       0       0       0       0       0       0       0
2026   1     393     721     517     280       0       0     636     272     373     563     837     761
2026   2     340      68      17      61       0       0     499     143     381     418      27     229
2026   3      15       4       0       0       0       0       8       3      48      18       0       0
2026   4       0       0       0       0       0       0       0       0       0       0       0       0
2027   1     393     721     517     280       0       0     636     272     373     563     837     761
2027   2     340      68      17      61       0       0     499     143     381     418      27     229
2027   3      15       4       0       0       0       0       8       3      48      18       0       0
2027   4       0       0       0       0       0       0       0       0       0       0       0       0
2028   1     393     721     517     280       0       0     636     272     373     563     837     761
2028   2     340      68      17      61       0       0     499     143     381     418      27     229
2028   3      15       4       0       0       0       0       8       3      48      18       0       0
2028   4       0       0       0       0       0       0       0       0       0       0       0       0
2029   1     393     721     517     280       0       0     636     272     373     563     837     761
2029   2     340      68      17      61       0       0     499     143     381     418      27     229
2029   3      15       4       0       0       0       0       8       3      48      18       0       0
2029   4       0       0       0       0       0       0       0       0       0       0       0       0
2030   1     393     721     517     280       0       0     636     272     373     563     837     761
2030   2     340      68      17      61       0       0     499     143     381     418      27     229
2030   3      15       4       0       0       0       0       8       3      48      18       0       0
2030   4       0       0       0       0       0       0       0       0       0       0       0       0
2031   1     393     721     517     280       0       0     636     272     373     563     837     761
2031   2     340      68      17      61       0       0     499     143     381     418      27     229
2031   3      15       4       0       0       0       0       8       3      48      18       0       0
2031   4       0       0       0       0       0       0       0       0       0       0       0       0
2032   1     393     721     517     280       0       0     636     272     373     563     837     761
2032   2     340      68      17      61       0       0     499     143     381     418      27     229
2032   3      15       4       0       0       0       0       8       3      48      18       0       0
2032   4       0       0       0       0       0       0       0       0       0       0       0       0
2033   1     393     721     517     280       0       0     636     272     373     563     837     761
2033   2     340      68      17      61       0       0     499     143     381     418      27     229
2033   3      15       4       0       0       0       0       8       3      48      18       0       0
2033   4       0       0       0       0       0       0       0       0       0       0       0       0
2034   1     393     721     517     280       0       0     636     272     373     563     837     761
2034   2     340      68      17      61       0       0     499     143     381     418      27     229
2034   3      15       4       0       0       0       0       8       3      48      18       0       0
2034   4       0       0       0       0       0       0       0       0       0       0       0       0
2035   1     393     721     517     280       0       0     636     272     373     563     837     761
2035   2     340      68      17      61       0       0     499     143     381     418      27     229
2035   3      15       4       0       0       0       0       8       3      48      18       0       0
2035   4       0       0       0       0       0       0       0       0       0       0       0       0
2036   1     393     721     517     280       0       0     636     272     373     563     837     761
2036   2     340      68      17      61       0       0     499     143     381     418      27     229
2036   3      15       4       0       0       0       0       8       3      48      18       0       0
2036   4       0       0       0       0       0       0       0       0       0       0       0       0
2037   1     393     721     517     280       0       0     636     272     373     563     837     761
2037   2     340      68      17      61       0       0     499     143     381     418      27     229
2037   3      15       4       0       0       0       0       8       3      48      18       0       0
2037   4       0       0       0       0       0       0       0       0       0       0       0       0
2038   1     393     721     517     280       0       0     636     272     373     563     837     761
2038   2     340      68      17      61       0       0     499     143     381     418      27     229
2038   3      15       4       0       0       0       0       8       3      48      18       0       0
2038   4       0       0       0       0       0       0       0       0       0       0       0       0
2039   1     393     721     517     280       0       0     636     272     373     563     837     761
2039   2     340      68      17      61       0       0     499     143     381     418      27     229
2039   3      15       4       0       0       0       0       8       3      48      18       0       0
2039   4       0       0       0       0       0       0       0       0       0       0       0       0
****   8.3288  71 SEGREDO      :>: H:  76                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1     505     619     733     379      95     131    1022     603     610     915    1215     976
2025   2     488     191      87      44       3      17     652     236     426     502      65     338
2025   3      70      33       4       0       0       2      74      27      35      30       1       0
2025   4       0       0       0       0       0       0       0       0       0       0       0       0
2026   1     505     619     733     379      95     131    1022     603     610     915    1215     976
2026   2     488     191      87      44       3      17     652     236     426     502      65     338
2026   3      70      33       4       0       0       2      74      27      35      30       1       0
2026   4       0       0       0       0       0       0       0       0       0       0       0       0
2027   1     505     619     733     379      95     131    1022     603     610     915    1215     976
2027   2     488     191      87      44       3      17     652     236     426     502      65     338
2027   3      70      33       4       0       0       2      74      27      35      30       1       0
2027   4       0       0       0       0       0       0       0       0       0       0       0       0
2028   1     505     619     733     379      95     131    1022     603     610     915    1215     976
2028   2     488     191      87      44       3      17     652     236     426     502      65     338
2028   3      70      33       4       0       0       2      74      27      35      30       1       0
2028   4       0       0       0       0       0       0       0       0       0       0       0       0
2029   1     505     619     733     379      95     131    1022     603     610     915    1215     976
2029   2     488     191      87      44       3      17     652     236     426     502      65     338
2029   3      70      33       4       0       0       2      74      27      35      30       1       0
2029   4       0       0       0       0       0       0       0       0       0       0       0       0
2030   1     505     619     733     379      95     131    1022     603     610     915    1215     976
2030   2     488     191      87      44       3      17     652     236     426     502      65     338
2030   3      70      33       4       0       0       2      74      27      35      30       1       0
2030   4       0       0       0       0       0       0       0       0       0       0       0       0
2031   1     505     619     733     379      95     131    1022     603     610     915    1215     976
2031   2     488     191      87      44       3      17     652     236     426     502      65     338
2031   3      70      33       4       0       0       2      74      27      35      30       1       0
2031   4       0       0       0       0       0       0       0       0       0       0       0       0
2032   1     505     619     733     379      95     131    1022     603     610     915    1215     976
2032   2     488     191      87      44       3      17     652     236     426     502      65     338
2032   3      70      33       4       0       0       2      74      27      35      30       1       0
2032   4       0       0       0       0       0       0       0       0       0       0       0       0
2033   1     505     619     733     379      95     131    1022     603     610     915    1215     976
2033   2     488     191      87      44       3      17     652     236     426     502      65     338
2033   3      70      33       4       0       0       2      74      27      35      30       1       0
2033   4       0       0       0       0       0       0       0       0       0       0       0       0
2034   1     505     619     733     379      95     131    1022     603     610     915    1215     976
2034   2     488     191      87      44       3      17     652     236     426     502      65     338
2034   3      70      33       4       0       0       2      74      27      35      30       1       0
2034   4       0       0       0       0       0       0       0       0       0       0       0       0
2035   1     505     619     733     379      95     131    1022     603     610     915    1215     976
2035   2     488     191      87      44       3      17     652     236     426     502      65     338
2035   3      70      33       4       0       0       2      74      27      35      30       1       0
2035   4       0       0       0       0       0       0       0       0       0       0       0       0
2036   1     505     619     733     379      95     131    1022     603     610     915    1215     976
2036   2     488     191      87      44       3      17     652     236     426     502      65     338
2036   3      70      33       4       0       0       2      74      27      35      30       1       0
2036   4       0       0       0       0       0       0       0       0       0       0       0       0
2037   1     505     619     733     379      95     131    1022     603     610     915    1215     976
2037   2     488     191      87      44       3      17     652     236     426     502      65     338
2037   3      70      33       4       0       0       2      74      27      35      30       1       0
2037   4       0       0       0       0       0       0       0       0       0       0       0       0
2038   1     505     619     733     379      95     131    1022     603     610     915    1215     976
2038   2     488     191      87      44       3      17     652     236     426     502      65     338
2038   3      70      33       4       0       0       2      74      27      35      30       1       0
2038   4       0       0       0       0       0       0       0       0       0       0       0       0
2039   1     505     619     733     379      95     131    1022     603     610     915    1215     976
2039   2     488     191      87      44       3      17     652     236     426     502      65     338
2039   3      70      33       4       0       0       2      74      27      35      30       1       0
2039   4       0       0       0       0       0       0       0       0       0       0       0       0
****   8.3288  72 SLT.SANTIAGO :>: H:  77                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1     623     812     541     432       0      53     811     902     373     717    1176    1124
2025   2     425     250     131     118       5      10     410     549     711     724     366     456
2025   3      78      43      20       1       0       0      24      46     186      99       1       9
2025   4       0       7       0       0       0       0       0       0       0       0       0       0
2026   1     623     812     541     432       0      53     811     902     373     717    1176    1124
2026   2     425     250     131     118       5      10     410     549     711     724     366     456
2026   3      78      43      20       1       0       0      24      46     186      99       1       9
2026   4       0       7       0       0       0       0       0       0       0       0       0       0
2027   1     623     812     541     432       0      53     811     902     373     717    1176    1124
2027   2     425     250     131     118       5      10     410     549     711     724     366     456
2027   3      78      43      20       1       0       0      24      46     186      99       1       9
2027   4       0       7       0       0       0       0       0       0       0       0       0       0
2028   1     623     812     541     432       0      53     811     902     373     717    1176    1124
2028   2     425     250     131     118       5      10     410     549     711     724     366     456
2028   3      78      43      20       1       0       0      24      46     186      99       1       9
2028   4       0       7       0       0       0       0       0       0       0       0       0       0
2029   1     623     812     541     432       0      53     811     902     373     717    1176    1124
2029   2     425     250     131     118       5      10     410     549     711     724     366     456
2029   3      78      43      20       1       0       0      24      46     186      99       1       9
2029   4       0       7       0       0       0       0       0       0       0       0       0       0
2030   1     623     812     541     432       0      53     811     902     373     717    1176    1124
2030   2     425     250     131     118       5      10     410     549     711     724     366     456
2030   3      78      43      20       1       0       0      24      46     186      99       1       9
2030   4       0       7       0       0       0       0       0       0       0       0       0       0
2031   1     623     812     541     432       0      53     811     902     373     717    1176    1124
2031   2     425     250     131     118       5      10     410     549     711     724     366     456
2031   3      78      43      20       1       0       0      24      46     186      99       1       9
2031   4       0       7       0       0       0       0       0       0       0       0       0       0
2032   1     623     812     541     432       0      53     811     902     373     717    1176    1124
2032   2     425     250     131     118       5      10     410     549     711     724     366     456
2032   3      78      43      20       1       0       0      24      46     186      99       1       9
2032   4       0       7       0       0       0       0       0       0       0       0       0       0
2033   1     623     812     541     432       0      53     811     902     373     717    1176    1124
2033   2     425     250     131     118       5      10     410     549     711     724     366     456
2033   3      78      43      20       1       0       0      24      46     186      99       1       9
2033   4       0       7       0       0       0       0       0       0       0       0       0       0
2034   1     623     812     541     432       0      53     811     902     373     717    1176    1124
2034   2     425     250     131     118       5      10     410     549     711     724     366     456
2034   3      78      43      20       1       0       0      24      46     186      99       1       9
2034   4       0       7       0       0       0       0       0       0       0       0       0       0
2035   1     623     812     541     432       0      53     811     902     373     717    1176    1124
2035   2     425     250     131     118       5      10     410     549     711     724     366     456
2035   3      78      43      20       1       0       0      24      46     186      99       1       9
2035   4       0       7       0       0       0       0       0       0       0       0       0       0
2036   1     623     812     541     432       0      53     811     902     373     717    1176    1124
2036   2     425     250     131     118       5      10     410     549     711     724     366     456
2036   3      78      43      20       1       0       0      24      46     186      99       1       9
2036   4       0       7       0       0       0       0       0       0       0       0       0       0
2037   1     623     812     541     432       0      53     811     902     373     717    1176    1124
2037   2     425     250     131     118       5      10     410     549     711     724     366     456
2037   3      78      43      20       1       0       0      24      46     186      99       1       9
2037   4       0       7       0       0       0       0       0       0       0       0       0       0
2038   1     623     812     541     432       0      53     811     902     373     717    1176    1124
2038   2     425     250     131     118       5      10     410     549     711     724     366     456
2038   3      78      43      20       1       0       0      24      46     186      99       1       9
2038   4       0       7       0       0       0       0       0       0       0       0       0       0
2039   1     623     812     541     432       0      53     811     902     373     717    1176    1124
2039   2     425     250     131     118       5      10     410     549     711     724     366     456
2039   3      78      43      20       1       0       0      24      46     186      99       1       9
2039   4       0       7       0       0       0       0       0       0       0       0       0       0
****   8.3288  73 SALTO OSORIO :>: H:  78                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1     353     518     354     142       0       0     561     509     265     421     900     755
2025   2     273     165     138     119       0       2     193     247     329     426     188     270
2025   3     144     127     129       4       0       0      50     128     161     149     129     134
2025   4     116     107     119       0       0       0       2      91     116     123     120     101
2026   1     353     518     354     142       0       0     561     509     265     421     900     755
2026   2     273     165     138     119       0       2     193     247     329     426     188     270
2026   3     144     127     129       4       0       0      50     128     161     149     129     134
2026   4     116     107     119       0       0       0       2      91     116     123     120     101
2027   1     353     518     354     142       0       0     561     509     265     421     900     755
2027   2     273     165     138     119       0       2     193     247     329     426     188     270
2027   3     144     127     129       4       0       0      50     128     161     149     129     134
2027   4     116     107     119       0       0       0       2      91     116     123     120     101
2028   1     353     518     354     142       0       0     561     509     265     421     900     755
2028   2     273     165     138     119       0       2     193     247     329     426     188     270
2028   3     144     127     129       4       0       0      50     128     161     149     129     134
2028   4     116     107     119       0       0       0       2      91     116     123     120     101
2029   1     353     518     354     142       0       0     561     509     265     421     900     755
2029   2     273     165     138     119       0       2     193     247     329     426     188     270
2029   3     144     127     129       4       0       0      50     128     161     149     129     134
2029   4     116     107     119       0       0       0       2      91     116     123     120     101
2030   1     353     518     354     142       0       0     561     509     265     421     900     755
2030   2     273     165     138     119       0       2     193     247     329     426     188     270
2030   3     144     127     129       4       0       0      50     128     161     149     129     134
2030   4     116     107     119       0       0       0       2      91     116     123     120     101
2031   1     353     518     354     142       0       0     561     509     265     421     900     755
2031   2     273     165     138     119       0       2     193     247     329     426     188     270
2031   3     144     127     129       4       0       0      50     128     161     149     129     134
2031   4     116     107     119       0       0       0       2      91     116     123     120     101
2032   1     353     518     354     142       0       0     561     509     265     421     900     755
2032   2     273     165     138     119       0       2     193     247     329     426     188     270
2032   3     144     127     129       4       0       0      50     128     161     149     129     134
2032   4     116     107     119       0       0       0       2      91     116     123     120     101
2033   1     353     518     354     142       0       0     561     509     265     421     900     755
2033   2     273     165     138     119       0       2     193     247     329     426     188     270
2033   3     144     127     129       4       0       0      50     128     161     149     129     134
2033   4     116     107     119       0       0       0       2      91     116     123     120     101
2034   1     353     518     354     142       0       0     561     509     265     421     900     755
2034   2     273     165     138     119       0       2     193     247     329     426     188     270
2034   3     144     127     129       4       0       0      50     128     161     149     129     134
2034   4     116     107     119       0       0       0       2      91     116     123     120     101
2035   1     353     518     354     142       0       0     561     509     265     421     900     755
2035   2     273     165     138     119       0       2     193     247     329     426     188     270
2035   3     144     127     129       4       0       0      50     128     161     149     129     134
2035   4     116     107     119       0       0       0       2      91     116     123     120     101
2036   1     353     518     354     142       0       0     561     509     265     421     900     755
2036   2     273     165     138     119       0       2     193     247     329     426     188     270
2036   3     144     127     129       4       0       0      50     128     161     149     129     134
2036   4     116     107     119       0       0       0       2      91     116     123     120     101
2037   1     353     518     354     142       0       0     561     509     265     421     900     755
2037   2     273     165     138     119       0       2     193     247     329     426     188     270
2037   3     144     127     129       4       0       0      50     128     161     149     129     134
2037   4     116     107     119       0       0       0       2      91     116     123     120     101
2038   1     353     518     354     142       0       0     561     509     265     421     900     755
2038   2     273     165     138     119       0       2     193     247     329     426     188     270
2038   3     144     127     129       4       0       0      50     128     161     149     129     134
2038   4     116     107     119       0       0       0       2      91     116     123     120     101
2039   1     353     518     354     142       0       0     561     509     265     421     900     755
2039   2     273     165     138     119       0       2     193     247     329     426     188     270
2039   3     144     127     129       4       0       0      50     128     161     149     129     134
2039   4     116     107     119       0       0       0       2      91     116     123     120     101
****   8.3288  74 SALTO CAXIAS :>: H:  82                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1     328     519     359      78     157       0     715     448     233     939     309     916
2025   2     317     250     201      83       1      23     272     354     374     399     189     446
2025   3     227     231     118       1       0       0     128     234     232     160       1     134
2025   4     141     144       0       0       0       0       4     211     203       6       0       7
2026   1     328     519     359      78     157       0     715     448     233     939     309     916
2026   2     317     250     201      83       1      23     272     354     374     399     189     446
2026   3     227     231     118       1       0       0     128     234     232     160       1     134
2026   4     141     144       0       0       0       0       4     211     203       6       0       7
2027   1     328     519     359      78     157       0     715     448     233     939     309     916
2027   2     317     250     201      83       1      23     272     354     374     399     189     446
2027   3     227     231     118       1       0       0     128     234     232     160       1     134
2027   4     141     144       0       0       0       0       4     211     203       6       0       7
2028   1     328     519     359      78     157       0     715     448     233     939     309     916
2028   2     317     250     201      83       1      23     272     354     374     399     189     446
2028   3     227     231     118       1       0       0     128     234     232     160       1     134
2028   4     141     144       0       0       0       0       4     211     203       6       0       7
